,abbr,address,buildingID,category,distance,facid,gsf,latitude,longitude,name,nsf,searchable,site,zone
366,LEPH,"COLLEGE STREET,  60",397,Served By SPP,99.0,3155,116529,41.303706,-72.932262,"LAB OF EPIDEM, PUBHL",0,"3155 LAB OF EPIDEM, PUBHL COLLEGE STREET,  60  LABORATORY OF EPIDEMIOLOGY AND PUBLIC HEALTH LEPH 60 COLLEGE STREET COLLEGE ST,  60 LAB OF EPIDEMIOLOGY AND PUBLIC HEALTH - LEPH",MED,MEDICAL
367,LH,"CEDAR STREET, 310",418,Served By SPP,99.0,3380,36040,41.3019,-72.934203,LAUDER HALL,0,"3380 LAUDER HALL CEDAR STREET, 310  LAUDER HALL LH 310 CEDAR STREET CEDAR ST, 310 LAUDER HALL - LH",MED,MEDICAL
368,LLCI,"YORK STREET,  15",409,Served By SPP,99.0,3330,90589,41.30319,-72.93569,LIPPARD LAB CLIN INVEST,0,"3330 LIPPARD LAB CLIN INVEST YORK STREET,  15  LIPPARD LABORATORY FOR CLINICAL INVESTIGATION LLCI 15 YORK STREET YORK ST,  15 LIPPARD LAB FOR CLINICAL INVESTIGATION - LLCI",MED,MEDICAL
369,MHMA,"CEDAR STREET, 333",391,Served By SPP,99.0,3120,13762,41.303418,-72.933816,M.S. HARKNESS MEM AUD,0,"3120 M.S. HARKNESS MEM AUD CEDAR STREET, 333  HARKNESS MEMORIAL AUDITORIUM, MARY S. MHMA 333 CEDAR STREET CEDAR ST, 333 MAY HARKNESS MEMORIAL AUDITORIUM - MHMA",MED,MEDICAL
370,MRC,"HOWARD AVENUE, 789",408,Served By SPP,99.0,3325,27430,41.302922,-72.935719,MAGNETIC RESONANCE CTR,0,"3325 MAGNETIC RESONANCE CTR HOWARD AVENUE, 789  MAGNETIC RESONANCE CENTER MRC 789 HOWARD AVENUE HOWARD AVE, 789 MAGNETIC RESONANCE CENTER - MRC",MED,MEDICAL
371,NSB,"CEDAR STREET, 333",393,Served By SPP,99.0,3130,17740,41.303611,-72.934532,NATHAN SMITH BLDG,0,"3130 NATHAN SMITH BLDG CEDAR STREET, 333  NATHAN SMITH BUILDING NSB 333 CEDAR STREET CEDAR ST, 333 NATHAN SMITH BUILDING - NSB",MED,MEDICAL
372,NIHB,"SOUTH FRONTAGE ROAD, 230",4729,Served By SPP,99.0,3180,24985,41.304207,-72.933492,"NIESON, IRVING HARRIS BLD",0,"3180 NIESON, IRVING HARRIS BLD SOUTH FRONTAGE ROAD, 230  NIESON & IRVING HARRIS BUILDING NIHB 230 SOUTH FRONTAGE ROAD S FRONTAGE RD, 230 ",MED,MEDICAL
373,PCC,"HOWARD AVENUE, 789",404,Served By SPP,99.0,3305,0,41.302043,-72.93496,PRIMARY CARE CENTER,0,"3305 PRIMARY CARE CENTER HOWARD AVENUE, 789  PRIMARY CARE CENTER PCC 789 HOWARD AVENUE HOWARD AVE, 789 PRIMARY CARE CENTER - PCC",MED,MEDICAL
374,SHMB,"CEDAR STREET, 333",390,Served By SPP,99.0,3115,182600,41.303453,-72.93347,STERLING HALL MED B,0,"3115 STERLING HALL MED B CEDAR STREET, 333  STERLING HALL OF MEDICINE WING B SHMB 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING B - SHMB",MED,MEDICAL
375,SHMC,"CEDAR STREET, 333",388,Served By SPP,99.0,3105,98900,41.302556,-72.933718,STERLING HALL MED C,0,"3105 STERLING HALL MED C CEDAR STREET, 333  STERLING HALL OF MEDICINE WING C SHMC 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING C - SHMC",MED,MEDICAL
376,SHMICDU,"CEDAR STREET, 333",394,Served By SPP,99.0,3140,10305,41.304066,-72.933898,STERLING HALL MED CDU,0,"3140 STERLING HALL MED CDU CEDAR STREET, 333  STERLING HALL OF MEDICINE, CHILD DEVELOPMENT UNIT SHMICDU 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE, CHILD DEV UNIT SHM ICDU",MED,MEDICAL
377,SHMI,"CEDAR STREET, 333",392,Served By SPP,99.0,3125,151800,41.303806,-72.933826,STERLING HALL MED I,0,"3125 STERLING HALL MED I CEDAR STREET, 333  STERLING HALL OF MEDICINE WING I SHMI 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING I - SHMI",MED,MEDICAL
378,SHML,"CEDAR STREET, 333",389,Served By SPP,99.0,3110,116700,41.302982,-72.93336,STERLING HALL MED L,0,"3110 STERLING HALL MED L CEDAR STREET, 333  STERLING HALL OF MEDICINE WING L SHML 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING L - SHML",MED,MEDICAL
379,TAC,"CEDAR STREET, 300",516,Served By SPP,99.0,3400,457000,41.301327,-72.934237,THE ANLYAN CENTER,0,"3400 THE ANLYAN CENTER CEDAR STREET, 300 CONGRESS AVENUE BUILDING THE ANLYAN CENTER TAC 300 CEDAR STREET CEDAR ST, 300 ",MED,MEDICAL
380,TE,"HOWARD AVENUE, 789",416,Served By SPP,99.0,3370,7900,41.302425,-72.934527,TOMPKINS EAST BLDG,0,"3370 TOMPKINS EAST BLDG HOWARD AVENUE, 789  TOMPKINS EAST BUILDING TE 789 HOWARD AVENUE HOWARD AVE, 789 TOMPKINS EAST BLDG - TE",MED,MEDICAL
381,TMP,"HOWARD AVENUE, 789",405,Served By SPP,99.0,3310,28392,41.30233,-72.935185,TOMPKINS MEM PAVILION,0,"3310 TOMPKINS MEM PAVILION HOWARD AVENUE, 789  TOMPKINS MEMORIAL PAVILION TMP 789 HOWARD AVENUE HOWARD AVE, 789 TOMPKINS MEMORIAL PAVILION - TMP",MED,MEDICAL
382,WWW,"YORK STREET,  25",413,Served By SPP,99.0,3350,37721,41.30332,-72.934634,WINCHESTER BLDG,0,"3350 WINCHESTER BLDG YORK STREET,  25  WINCHESTER BUILDING, WILLIAM WIRT WWW 25 YORK STREET YORK ST,  25 WILLIAM WIRT WINCHESTER BLDG - WWW",MED,MEDICAL
383,YPB,"HOWARD AVENUE, 800",400,Served By SPP,99.0,3200,98040,41.302516,-72.936396,YALE PHYSICIANS BLDG,0,"3200 YALE PHYSICIANS BLDG HOWARD AVENUE, 800  YALE PHYSICIANS BUILDING YPB 800 HOWARD AVENUE HOWARD AVE, 800 YALE PHYSICIAN'S BUILDING - YPB",MED,MEDICAL
384,W-AON,"WEST CAMPUS DRIVE, 200",4933,Served By WPP,99.0,4210,49442,0.0,0.0,WC ADMIN OFFICE NORTH,45092,"4210 WC ADMIN OFFICE NORTH WEST CAMPUS DRIVE, 200 WEST - D24 ADMIN WC ADMINISTRATIVE OFFICE NORTH W-AON 200 WEST CAMPUS DRIVE WEST CAMPUS DR, 200 W-D24",WST,
385,W-AOS,"WEST CAMPUS DRIVE, 220",4932,Served By WPP,99.0,4208,22301,41.2533,-72.997766,WC ADMIN OFFICE SOUTH,19903,"4208 WC ADMIN OFFICE SOUTH WEST CAMPUS DRIVE, 220 WEST - D21 ADMIN WC ADMINISTRATIVE OFFICE SOUTH W-AOS 220 WEST CAMPUS DRIVE WEST CAMPUS DR, 220 W-D21",WST,
386,W-ABC,"WEST CAMPUS DRIVE, 840",4942,Served By WPP,99.0,4235,143301,41.256898,-72.989598,WC ADV BIOSCIENCES CTR,124836,"4235 WC ADV BIOSCIENCES CTR WEST CAMPUS DRIVE, 840 WEST - B31 RESEARCH WC ADVANCED BIOSCIENCES CENTER W-ABC 840 WEST CAMPUS DRIVE W CAMPUS DR, 840 W-B31",WST,
387,W-CHILD,"WEST CAMPUS DRIVE, 230",4931,Served By WPP,99.0,4206,28591,41.252846,-72.99797,WC CHILDCARE CENTER,24427,"4206 WC CHILDCARE CENTER WEST CAMPUS DRIVE, 230 WEST - E29 DAYCARE WC CHILDCARE CENTER W-CHILD 230 WEST CAMPUS DRIVE WEST CAMPUS DR, 230 W-E29",WST,
388,W-CSC,"WEST CAMPUS DRIVE, 900",4947,Served By WPP,99.0,4250,461844,41.259342,-72.987395,WC COLLECTION ST CTR,427032,"4250 WC COLLECTION ST CTR WEST CAMPUS DRIVE, 900 WEST - A21 COLLECTIONS WC COLLECTION STUDIES CENTER W-CSC 900 WEST CAMPUS DRIVE W CAMPUS DR, 900 W-A21; WEST CAMPUS FITNESS CENTER",WST,
389,W-CC+WCA,"WEST CAMPUS DRIVE, 800",4937,Served By WPP,99.0,4225,65707,41.258344,-72.989353,WC CONF CTR & WC ADM,58742,"4225 WC CONF CTR & WC ADM WEST CAMPUS DRIVE, 800 WEST - B25 CENTRAL SERVICES WC CONFERENCE CTR & WEST CAMPUS ADMIN W-CC+WCA 800 WEST CAMPUS DRIVE W CAMPUS DR, 800 W-B25",WST,
390,W-ESC,"WEST CAMPUS DRIVE, 520",4946,Served By WPP,99.0,4245,20208,0.0,0.0,WC ENERGY SCIENCE CTR,18340,"4245 WC ENERGY SCIENCE CTR WEST CAMPUS DRIVE, 520 WEST - B22 RESEARCH WC ENERGY SCIENCE CENTER W-ESC 520 WEST CAMPUS DRIVE W CAMPUS DR, 520 W-B22",WST,
391,W-EH+SST,"WEST CAMPUS DRIVE, 720",4949,Served By WPP,99.0,4272,3040,0.0,0.0,WC ENVIR HL & SFTY STOR,2715,"4272 WC ENVIR HL & SFTY STOR WEST CAMPUS DRIVE, 720 WEST - B46 WASTE WC ENVIRON HEALTH & SAFETY STORAGE W-EH+SST 720 WEST CAMPUS DRIVE W CAMPUS DR, 720 W-B46",WST,
392,W-ISTC,"WEST CAMPUS DRIVE, 850",4945,Served By WPP,99.0,4240,141453,41.257483,-72.990351,WC INTEG SCI & TECH CTR,124047,"4240 WC INTEG SCI & TECH CTR WEST CAMPUS DRIVE, 850 WEST - B24 RESEARCH WC INTEGRATED SCIENCE & TECHNOLOGY CTR W-ISTC 850 WEST CAMPUS DRIVE W CAMPUS DR, 850 W-B24",WST,
393,W-MIC,"WEST CAMPUS DRIVE, 600",4943,Served By WPP,99.0,4237,131310,41.256822,-72.99082,WC MOLECULAR INNOV CTR,116274,"4237 WC MOLECULAR INNOV CTR WEST CAMPUS DRIVE, 600 WEST - B27 RESEARCH WC MOLECULAR INNOVATIONS CENTER W-MIC 600 WEST CAMPUS DRIVE W CAMPUS DR, 600 W-B27",WST,
394,W-OCN,"WEST CAMPUS DRIVE, 400",4934,Served By WPP,99.0,4215,130214,0.0,0.0,WC OFFICE COMPLEX NORTH,116517,"4215 WC OFFICE COMPLEX NORTH WEST CAMPUS DRIVE, 400 WEST - C28 ADMIN WC OFFICE COMPLEX NORTH W-OCN 400 WEST CAMPUS DRIVE WEST CAMPUS DR, 400 W-C28",WST,
395,W-OCS,"WEST CAMPUS DRIVE, 410",4936,Served By WPP,99.0,4220,132151,41.255192,-72.99258,WC OFFICE COMPLEX SOUTH,118410,"4220 WC OFFICE COMPLEX SOUTH WEST CAMPUS DRIVE, 410 WEST - C32 ADMIN WC OFFICE COMPLEX SOUTH W-OCS 410 WEST CAMPUS DRIVE W CAMPUS DR, 410 W-C32",WST,
396,W-SRC,"WEST CAMPUS DRIVE, 750",4948,Served By WPP,99.0,4270,237554,41.257826,-72.985888,WC STORAGE & RECEIV CTR,233595,"4270 WC STORAGE & RECEIV CTR WEST CAMPUS DRIVE, 750 WEST - A42 WAREHOUSE WC STORAGE & RECEIVING CTR W-SRC 750 WEST CAMPUS DRIVE W CAMPUS DR, 750 W-A42",WST,
397,W-WW,"WEST CAMPUS DRIVE, 250",4929,Served By WPP,99.0,4202,19494,0.0,0.0,WC WAREHOUSE WEST,18183,"4202 WC WAREHOUSE WEST WEST CAMPUS DRIVE, 250 WEST - D37 STORAGE WC WAREHOUSE WEST W-WW 250 WEST CAMPUS DRIVE WEST CAMPUS DR, 250 W-D37",WST,
398,AARFB,"OLD AMITY ROAD, 48",4768,Not Served by Yale Plants,99.0,4023,3580,41.402139,-72.999511,AMITY AN FARM BLDG B RAZED,0,"4023 AMITY AN FARM BLDG B RAZED OLD AMITY ROAD, 48  AMITY ANIMAL RES FARM BLDG B RAZED AARFB   ",CT,MEDICAL
399,ARMORY,"CENTRAL AVENUE, 70",443,Not Served by Yale Plants,99.0,3720,64626,41.311491,-72.964673,ARMORY AND STABLES,58891,"3720 ARMORY AND STABLES CENTRAL AVENUE, 70  POLO AND EQUESTRIAN CENTER ARMORY 70 CENTRAL AVENUE CENTRAL AVE, 70 POLO & EQUESTRIAN CENTER ARMORY & STABLES",ATH,ZONE 5
400,BETHOBSV,"HILLDALE ROAD, 111",456,Not Served by Yale Plants,99.0,3825,7816,0.0,0.0,BETHANY OBSERVATORY,0,"3825 BETHANY OBSERVATORY HILLDALE ROAD, 111  BETHANY OBSERVATORY BETHOBSV 111 HILLDALE ROAD HILLDALE RD, 111 BETHANY OBSERVATORY",CT,ZONE 5
401,BPR2489,"BOSTON POST ROAD, 2489",5039,Not Served by Yale Plants,99.0,4119,1200,0.0,0.0,"BOSTON POST RD, 2489 CLOSED",0,"4119 BOSTON POST RD, 2489 CLOSED BOSTON POST ROAD, 2489  BOSTON POST ROAD, 2489 NO LONGER LEASED BPR2489   ",CT,LEASED
402,BRWY29,"BROADWAY, 29-45",291,Not Served by Yale Plants,99.0,2125,24621,41.311257,-72.930506,"BROADWAY, 29-45",0,"2125 BROADWAY, 29-45 BROADWAY, 29-45  BROADWAY, 29 - 45 BRWY29 29-45 BROADWAY BROADWAY, 29 29 BROAD",CEN,LEASED
403,BRWY35,"BROADWAY, 35",292,Not Served by Yale Plants,99.0,2130,9565,41.311345,-72.930603,"BROADWAY, 35",8349,"2130 BROADWAY, 35 BROADWAY, 35  BROADWAY, 35 BRWY35 35 BROADWAY BROADWAY, 35 37 BROADWAY",CEN,LEASED
404,CHDC,"HIGHLAND STREET, 150",23,Not Served by Yale Plants,99.0,0110,9289,41.328181,-72.920866,CALVIN HILL DAY CARE,8152,"0110 CALVIN HILL DAY CARE HIGHLAND STREET, 150  CALVIN HILL  DAYCARE CENTER CHDC 150 HIGHLAND STREET HIGHLAND ST, 150 CALVIN HILL DAYCARE CENTER",CEN,ZONE 2
405,CS,"PROSPECT STREET, 871",26,Not Served by Yale Plants,99.0,0200,15585,41.335173,-72.918663,CEDARHURST SCHOOL,0,"0200 CEDARHURST SCHOOL PROSPECT STREET, 871  CEDARHURST SCHOOL CS 871 PROSPECT STREET PROSPECT ST, 871 CEDARHURST SCHOOL - CS",CEN,ZONE 2
406,CCCP,"WINCHESTER AVENUE, 330",4990,Not Served by Yale Plants,99.0,0645,47092,41.323174,-72.929666,CEN CAMPUS CHILLER PLT,43839,"0645 CEN CAMPUS CHILLER PLT WINCHESTER AVENUE, 330 SCIENCE AREA CHILLER PLANT CENTRAL CAMPUS CHILLER PLANT CCCP 330 WINCHESTER AVENUE WINCHESTER AVE, 330 ",CEN,ZONE 2
407,CHAP1201,"CHAPEL STREET, 1201",314,Not Served by Yale Plants,99.0,2345,10336,41.30929,-72.934321,"CHAPEL ST, 1201",8523,"2345 CHAPEL ST, 1201 CHAPEL STREET, 1201  CHAPEL STREET, 1201 CHAP1201 1201 CHAPEL STREET CHAPEL ST, 1201 ",CEN,ZONE 4
408,CYPG,"YORK STREET, 150",379,Not Served by Yale Plants,99.0,2780,177422,41.307945,-72.932587,CHAPEL-YORK GARAGE,171570,"2780 CHAPEL-YORK GARAGE YORK STREET, 150  CHAPEL YORK PARKING GARAGE CYPG 150 YORK STREET YORK ST, 150  ",CEN,ZONE 4
409,CSS002,"CHURCH STREET SOUTH,  2",4728,Not Served by Yale Plants,99.0,3183,44598,41.302126,-72.930023,"CHURCH ST SOUTH,   2",0,"3183 CHURCH ST SOUTH,   2 CHURCH STREET SOUTH,  2  CHURCH STREET SOUTH, 2 CSS002 2 CHURCH ST SOUTH CHURCH ST S, 2 ",MED,LEASED
410,CSS100,"CHURCH STREET SOUTH, 100",2,Not Served by Yale Plants,99.0,3065,236541,41.299479,-72.930286,"CHURCH ST SOUTH, 100",221148,"3065 CHURCH ST SOUTH, 100 CHURCH STREET SOUTH, 100  CHURCH STREET SOUTH, 100 CSS100 100 CHURCH ST SOUTH CHURCH ST S, 100 ",MED,LEASED
411,CHUR157,"CHURCH STREET, 157",4857,Not Served by Yale Plants,99.0,1985,65968,41.30688,-72.924629,"CHURCH ST, 157",59191,"1985 CHURCH ST, 157 CHURCH STREET, 157  CHURCH STREET, 157 CHUR157 157 CHURCH STREET CHURCH ST, 157 ",CEN,LEASED
412,COLL135,"COLLEGE STREET, 127-153",4724,Not Served by Yale Plants,99.0,2955,80013,41.304523,-72.930358,"COLLEGE ST, 135 (127-153)",0,"2955 COLLEGE ST, 135 (127-153) COLLEGE STREET, 127-153  COLLEGE STREET, 135 (127-153) COLL135 127-153 COLLEGE STREET COLLEGE ST, 135 ",MED,LEASED
413,COLL265,"COLLEGE STREET, 265",4955,Not Served by Yale Plants,99.0,2902,0,41.307154,-72.928669,"COLLEGE ST, 265",0,"2902 COLLEGE ST, 265 COLLEGE STREET, 265  COLLEGE STREET, 265 (TAFT HOTEL) COLL265 265 COLLEGE STREET COLLEGE ST, 265 ",CEN,LEASED
414,CONG270,"CONGRESS AVENUE, 270",4813,Not Served by Yale Plants,99.0,3020,4726,41.301963,-72.932257,"CONGRESS AVE, 270",0,"3020 CONGRESS AVE, 270 CONGRESS AVENUE, 270  CONGRESS AVENUE, 270 CONG270 270 CONGRESS AVENUE CONGRESS AVE, 270 ",MED,MEDICAL
415,COXE,"DERBY AVENUE, 257",427,Not Served by Yale Plants,99.0,3625,61585,41.311021,-72.961963,"COXE CAGE,CHARLES E.",58382,"3625 COXE CAGE,CHARLES E. DERBY AVENUE, 257  COXE MEMORIAL CAGE, CHARLES E. COXE 257 DERBY AVENUE DERBY AVE, 257 COXE CAGE MEMORIAL",ATH,ZONE 5
416,CRWN255,"CROWN STREET, 255",4966,Not Served by Yale Plants,99.0,2752,0,41.306271,-72.929881,"CROWN ST, 255",0,"2752 CROWN ST, 255 CROWN STREET, 255 KIRK'S PARKING CROWN STREET, 255 CRWN255 255 CROWN STREET CROWN ST, 255 ",CEN,LEASED
417,CRWN270,"CROWN STREET, 270",375,Not Served by Yale Plants,99.0,2750,18081,41.306341,-72.93079,"CROWN ST, 270",15536,"2750 CROWN ST, 270 CROWN STREET, 270  CROWN STREET, 270 CRWN270 270 CROWN STREET CROWN ST, 270 ",CEN,ZONE 4
418,CRWN295,"CROWN STREET, 295-297",369,Not Served by Yale Plants,99.0,2720,9421,41.306992,-72.931596,"CROWN ST, 295-297",7246,"2720 CROWN ST, 295-297 CROWN STREET, 295-297  CROWN STREET, 295-297 CRWN295 295-297 CROWN STREET CROWN ST, 295 295 CROWN",CEN,ZONE 4
419,CRWN301,"CROWN STREET, 301",370,Not Served by Yale Plants,99.0,2725,7938,41.307075,-72.931744,"CROWN ST, 301",6044,"2725 CROWN ST, 301 CROWN STREET, 301  CROWN STREET, 301 CRWN301 301 CROWN STREET CROWN ST, 301 ",CEN,ZONE 4
420,CRWN305,"CROWN STREET, 305",371,Not Served by Yale Plants,99.0,2730,22845,41.307172,-72.931966,"CROWN ST, 305",19723,"2730 CROWN ST, 305 CROWN STREET, 305  CROWN STREET, 305 CRWN305 305 CROWN STREET CROWN ST, 305 ",CEN,ZONE 4
421,CRWN341,"CROWN STREET, 341-347",513,Not Served by Yale Plants,99.0,2786,8675,41.307879,-72.933226,"CROWN ST, 341-347",7613,"2786 CROWN ST, 341-347 CROWN STREET, 341-347  CROWN STREET, 341-347 CRWN341 341-347 CROWN STREET CROWN ST, 341 ",CEN,ZONE 4
422,CHTC,"DERBY AVENUE, 253",428,Not Served by Yale Plants,99.0,3630,77824,41.310391,-72.962158,CULLMAN HEYMAN TENNIS,74075,"3630 CULLMAN HEYMAN TENNIS DERBY AVENUE, 253 CULLMAN COURTS, JOSEPH F. CULLMAN HEYMAN TENNIS CENTER CHTC 253 DERBY AVENUE DERBY AVE, 253 CULLMAN COURTS",ATH,ZONE 5
423,DAG41,"DAGGETT STREET, 41",4759,Not Served by Yale Plants,99.0,3530,0,41.299557,-72.935991,"DAGGETT ST, 41",0,"3530 DAGGETT ST, 41 DAGGETT STREET, 41  DAGGETT STREET, 41 DAG41 41 DAGGETT STREET DAGGETT ST, 41 ",MED,LEASED
424,DAG55,"DAGGETT STREET, 55",4760,Not Served by Yale Plants,99.0,3534,0,41.299906,-72.936349,"DAGGETT ST, 55",0,"3534 DAGGETT ST, 55 DAGGETT STREET, 55  DAGGETT STREET, 55 DAG55 55 DAGGETT STREET DAGGETT ST, 55 ",MED,LEASED
425,DAV132,"DAVENPORT AVENUE, 132",402,Not Served by Yale Plants,99.0,3210,7143,41.302551,-72.937721,"DAVENPORT AVE, 132",0,"3210 DAVENPORT AVE, 132 DAVENPORT AVENUE, 132  DAVENPORT AVENUE, 132 DAV132 132 DAVENPORT AVENUE DAVENPORT AVE, 132 ",MED,MEDICAL
426,DEWITTFD,"CENTRAL AVENUE, 70",507,Not Served by Yale Plants,99.0,3743,0,41.312528,-72.968611,DEWITT FAMILY FIELD,0,"3743 DEWITT FAMILY FIELD CENTRAL AVENUE, 70  DEWITT JR., WILLIAM O. 63 FAMILY FIELD, SOFTBALL STADIUM DEWITTFD 70 CENTRAL AVENUE CENTRAL AVE, 70 ",ATH,ZONE 5
427,DIX1101,"DIXWELL AVENUE,1101",4884,Not Served by Yale Plants,99.0,4032,4720,0.0,0.0,"DIXWELL AVE, 1101",0,"4032 DIXWELL AVE, 1101 DIXWELL AVENUE,1101  DIXWELL AVENUE, 1101 DIX1101 1101 DIXWELL AVENUE DIXWELL AVE, 1101 ",CT,LEASED
428,DIX0040,"DIXWELL AVENUE, 40",5003,Not Served by Yale Plants,99.0,1482,0,41.313831,-72.932789,"DIXWELL AVE, 40",0,"1482 DIXWELL AVE, 40 DIXWELL AVENUE, 40  DIXWELL AVENUE, 40 DIX0040 40 DIXWELL AVENUE DIXWELL AVE, 40 ",CEN,ZONE 4
429,EDGW28,"EDGEWOOD AVENUE, 28",305,Not Served by Yale Plants,99.0,2305,1441,41.310227,-72.933834,"EDGEWOOD AVE, 28",0,"2305 EDGEWOOD AVE, 28 EDGEWOOD AVENUE, 28  EDGEWOOD AVENUE, 28 EDGW28 28 EDGEWOOD AVENUE EDGEWOOD AVE, 28 ",CEN,ZONE 4
430,EDGW32,"EDGEWOOD AVENUE, 32-36",4862,Not Served by Yale Plants,99.0,2304,64118,41.310234,-72.934021,"EDGEWOOD AVE, 32-36",55604,"2304 EDGEWOOD AVE, 32-36 EDGEWOOD AVENUE, 32-36 SCULPTURE BUILDING - SCULPT EDGEWOOD AVENUE, 32-36 EDGW32 32-36 EDGEWOOD AVENUE EDGEWOOD AVE, 32 ",CEN,ZONE 4
431,EDW309,"EDWARDS STREET, 309",27,Not Served by Yale Plants,99.0,0300,12193,41.319989,-72.920017,"EDWARDS ST, 309",9778,"0300 EDWARDS ST, 309 EDWARDS STREET, 309 EDWARD M. BRADLEY HOUSE EDWARDS STREET, 309 EDW309 309 EDWARDS STREET EDWARDS ST, 309 ",CEN,ZONE 2
432,EDW340,"EDWARDS STREET, 340",113,Not Served by Yale Plants,99.0,1010,10639,41.319712,-72.921298,"EDWARDS ST, 340",8684,"1010 EDWARDS ST, 340 EDWARDS STREET, 340 HENRY C. WHITE HOUSE EDWARDS STREET, 340 EDW340 340 EDWARDS STREET EDWARDS ST, 340 ",CEN,ZONE 1
433,EDW360,"EDWARDS STREET, 360",110,Not Served by Yale Plants,99.0,1005,12278,41.319724,-72.922786,"EDWARDS ST, 360",0,"1005 EDWARDS ST, 360 EDWARDS STREET, 360 GEORGE L. SARGENT HOUSE EDWARDS STREET, 360 EDW360 360 EDWARDS STREET EDWARDS ST, 360 ",CEN,LEASED
434,EDW380,"EDWARDS STREET, 380",138,Not Served by Yale Plants,99.0,1095,10475,41.319814,-72.922393,"EDWARDS ST, 380",8589,"1095 EDWARDS ST, 380 EDWARDS STREET, 380 PROSPECT STREET, 285 EDWARDS STREET, 380 EDW380 380 EDWARDS STREET EDWARDS ST, 380 ",CEN,ZONE 1
435,ELDORADO,"CHAPEL STREET, 1143-1147",4,Not Served by Yale Plants,99.0,2471,35694,41.308863,-72.932282,EL DORADO,0,"2471 EL DORADO CHAPEL STREET, 1143-1147  EL DORADO ELDORADO 1143-1147 CHAPEL STREET CHAPEL ST, 1143 ",CEN,LEASED
436,ERECTOR,"PECK STREET, 315",4918,Not Served by Yale Plants,99.0,3912,9885,41.315757,-72.899994,ERECTOR SQUARE,0,"3912 ERECTOR SQUARE PECK STREET, 315  ERECTOR SQUARE ERECTOR 315 PECK STREET PECK ST, 315 ",NH,LEASED
437,ESPLAPTA,"PROSPECT STREET, 386",46,Not Served by Yale Plants,99.0,0510,10437,41.32249,-72.923749,ESPLANADE APTS A1-A9,9134,"0510 ESPLANADE APTS A1-A9 PROSPECT STREET, 386  ESPLANADE APTS A1-A9 ESPLAPTA 386 PROSPECT STREET PROSPECT ST, 386 ",CEN,ZONE 2
438,ESPLAPTB,"PROSPECT STREET, 386",4784,Not Served by Yale Plants,99.0,0511,10437,41.322539,-72.92406,ESPLANADE APTS B1-B8,9170,"0511 ESPLANADE APTS B1-B8 PROSPECT STREET, 386  ESPLANADE APTS B1-B8 ESPLAPTB 386 PROSPECT STREET PROSPECT ST, 386 ",CEN,ZONE 2
439,ESPLAPTC,"PROSPECT STREET, 386",4785,Not Served by Yale Plants,99.0,0512,10437,41.322602,-72.924363,ESPLANADE APTS C1-C8,9178,"0512 ESPLANADE APTS C1-C8 PROSPECT STREET, 386  ESPLANADE APTS C1-C8 ESPLAPTC 386 PROSPECT STREET PROSPECT ST, 386 ",CEN,ZONE 2
440,ESPLAPTD,"PROSPECT STREET, 386",4786,Not Served by Yale Plants,99.0,0513,10437,41.322662,-72.92465,ESPLANADE APTS D1-D8,9173,"0513 ESPLANADE APTS D1-D8 PROSPECT STREET, 386  ESPLANADE APTS D1-D8 ESPLAPTD 386 PROSPECT STREET PROSPECT ST, 386 ",CEN,ZONE 2
441,ORG-NB,NOT APPLICABLE,4970,Not Served by Yale Plants,99.0,0000,0,0.0,0.0,FAC ID-NON-BLDG ORGS,0,0000 FAC ID-NON-BLDG ORGS NOT APPLICABLE  FAC ID FOR NON BUILDING ORGS ORG-NB   ,CEN,
442,FARNGRDN,"PROSPECT STREET, 335",33,Not Served by Yale Plants,99.0,0425,0,41.32057,-72.922467,FARNAM GARDENS,0,"0425 FARNAM GARDENS PROSPECT STREET, 335 WILLIAM FARNAM HOUSE DEMO'D 1964; WINDYCOTT FARNAM GARDENS FARNGRDN 335 PROSPECT STREET PROSPECT ST, 335 FARNAM GARDENS - FARNAMG",CEN,ZONE 2
443,GALESHS,"RIVERSIDE PLACE, 4",483,Not Served by Yale Plants,99.0,4100,5026,0.0,0.0,GALES FERRY HOUSE,4401,"4100 GALES FERRY HOUSE RIVERSIDE PLACE, 4  GALES FERRY CARETAKER'S HOUSE GALESHS 4 RIVERSIDE PLACE RIVERSIDE PL, 4 GALES FERRY CARETAKER'S HOUSE",CT,ZONE 5
444,GALESVH,"RIVERSIDE PLACE, 4",484,Not Served by Yale Plants,99.0,4102,10067,0.0,0.0,GALES FERRY VARS HSE,8763,"4102 GALES FERRY VARS HSE RIVERSIDE PLACE, 4  GALES FERRY VARSITY HOUSE GALESVH 4 RIVERSIDE PLACE RIVERSIDE PL, 4 GALES FERRY VARSITY HOUSE",CT,ZONE 5
